label,message,label_encoded,clean_message,tokens_text
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",0,im not smoking while people use wylie smokes too much to justify ruining my shit,im smoking people use wylie smokes much justify ruining shit
ham,Dear good morning how you feeling dear,0,dear good morning how you feeling dear,dear good morning feeling dear
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,0,a little meds say take once every hours its only been but pain is back so i took another hope i dont die,little meds say take every hours pain back took another hope dont die
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",0,beautiful tomorrow never comes when it comes its already today in the hunt of beautiful tomorrow dont waste your wonderful today goodmorning,beautiful tomorrow never comes comes already today hunt beautiful tomorrow dont waste wonderful today goodmorning
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,0,dunno lei all decide lor how abt leona oops i tot ben is going n i msg him,dunno lei decide lor abt leona oops tot ben going n msg
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,0,hi there we have now moved in our pub would be great c u if u cud come up,hi moved pub would great c u u cud come
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,1,todays voda numbers ending are selected to receive a award if you hava a match please call quoting claim code standard rates app,todays voda numbers ending selected receive award hava match please call quoting claim code standard rates app
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop only,message free welcome new improved sex dogging club unsubscribe service reply stop
ham,Just do what ever is easier for you,0,just do what ever is easier for you,ever easier
spam,RCT' THNQ Adrian for U text. Rgds Vatian,1,rct thnq adrian for u text rgds vatian,rct thnq adrian u text rgds vatian
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,0,stop calling everyone saying i might have cancer my throat hurts to talk i cant be answering everyones calls if i get one more call im not babysitting on monday,stop calling everyone saying might cancer throat hurts talk cant answering everyones calls get one call im babysitting monday
ham,"It'll be tough, but I'll do what I have to",0,itll be tough but ill do what i have to,itll tough ill
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0,im gonnamissu so muchi would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,im gonnamissu muchi would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,0,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,0,hi darlin i finish at do u pick me up or meet me text back on this number luv kate xxx,hi darlin finish u pick meet text back number luv kate xxx
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",0,set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,set place heart mind mind easily forgets heart always remember wish happy valentines day
ham,But i'm surprised she still can guess right lor...,0,but im surprised she still can guess right lor,im surprised still guess right lor
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,0,okie wan meet at bishan cos me at bishan now im not driving today,okie wan meet bishan cos bishan im driving today
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,0,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u
ham,I know you are serving. I mean what are you doing now.,0,i know you are serving i mean what are you doing now,know serving mean
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",0,huh hyde park not in mel ah opps got confused anyway if tts e best choice den we juz have to take it,huh hyde park mel ah opps got confused anyway tts e best choice den juz take
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0,oh gei that happend to me in tron maybe ill dl it in d when its out,oh gei happend tron maybe ill dl
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,0,i know girls always safe and selfish know i got it pa thank you good night,know girls always safe selfish know got pa thank good night
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",0,no worries hope photo shoot went well have a spiffing fun at workage,worries hope photo shoot went well spiffing fun workage
ham,I'm freezing and craving ice. Fml,0,im freezing and craving ice fml,im freezing craving ice fml
ham,Kay... Since we are out already ,0,kay since we are out already,kay since already
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,0,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office,eh sorry leh din c ur msg sad already lar watching tv u still office
ham,Yo im right by yo work,0,yo im right by yo work,yo im right yo work
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,0,ok darlin i supose it was ok i just worry too muchi have to do some film stuff my mate and then have to babysit again but you can call me therexx,ok darlin supose ok worry muchi film stuff mate babysit call therexx
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them,wake since checked stuff saw true available spaces pls call embassy send mail
ham,Nope... Juz off from work...,0,nope juz off from work,nope juz work
ham,Huh so fast... Dat means u havent finished painting?,0,huh so fast dat means u havent finished painting,huh fast dat means u havent finished painting
ham, what number do u live at? Is it 11?,0,what number do u live at is it,number u live
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0,no we put party days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore,put party days week study lightly think need draw custom checkboxes know hardcore
ham,Sac will score big hundred.he is set batsman:-),0,sac will score big hundredhe is set batsman,sac score big hundredhe set batsman
ham,Send me yetty's number pls.,0,send me yettys number pls,send yettys number pls
ham,How much it will cost approx . Per month.,0,how much it will cost approx per month,much cost approx per month
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0,ok the theory test when are going to book i think its on may coz thought wanna go out with jiayin but she isnt free,ok theory test going book think may coz thought wanna go jiayin isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",1,you are being contacted by our dating service by someone you know to find out who it is call from a land line poboxwtgp,contacted dating service someone know find call land line poboxwtgp
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",0,thats fine have him give me a call if he knows what he wants or has any questions,thats fine give call knows wants questions
ham,"Sorry, got a late start, we're on the way",0,sorry got a late start were on the way,sorry got late start way
ham,Then u go back urself lor...,0,then u go back urself lor,u go back urself lor
ham,I AM AT THE GAS STATION. GO THERE.,0,i am at the gas station go there,gas station go
ham,"K, if u bored up just come to my home..",0,k if u bored up just come to my home,k u bored come home
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,0,babe i love you covers your face in kisses,babe love covers face kisses
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",0,like i made him throw up when we were smoking in our friends car one time it was awesome,like made throw smoking friends car one time awesome
ham,Still i have not checked it da. . .,0,still i have not checked it da,still checked da
ham,You will go to walmart. I.ll stay.,0,you will go to walmart ill stay,go walmart ill stay
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0,i havent forgotten you i might have a couple bucks to send you tomorrow k i love ya too,havent forgotten might couple bucks send tomorrow k love ya
ham,Oh great. I.ll disturb him more so that we can talk.,0,oh great ill disturb him more so that we can talk,oh great ill disturb talk
ham,Reverse is cheating. That is not mathematics.,0,reverse is cheating that is not mathematics,reverse cheating mathematics
ham,U're welcome... Caught u using broken english again...,0,ure welcome caught u using broken english again,ure welcome caught u using broken english
ham,No problem baby. Is this is a good time to talk? I called and left a message.,0,no problem baby is this is a good time to talk i called and left a message,problem baby good time talk called left message
ham,Oh is it! Which brand?,0,oh is it which brand,oh brand
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
ham,At what time are you coming.,0,at what time are you coming,time coming
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,0,call him and say you not coming today ok and tell them not to fool me like this ok,call say coming today ok tell fool like ok
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,0,i emailed yifeng my part oredi can get it fr him,emailed yifeng part oredi get fr
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,0,r u sure theyll understand that wine good idea just had a slurp,r u sure theyll understand wine good idea slurp
ham,Minimum walk is 3miles a day.,0,minimum walk is miles a day,minimum walk miles day
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,0,ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all going to the cinema,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0,brainless baby dolld vehicle sariyag drive madoke barolla,brainless baby dolld vehicle sariyag drive madoke barolla
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1,sorry i missed your call lets talk when you have the time im on,sorry missed call lets talk time im
ham,Please attend the phone:),0,please attend the phone,please attend phone
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,0,you only hate me you can call any but you didnt accept even a single call of mine or even you messaged,hate call didnt accept even single call mine even messaged
ham,No messages on her phone. I'm holding it now,0,no messages on her phone im holding it now,messages phone im holding
ham,Can... I'm free...,0,can im free,im free
ham,"Yo my trip got postponed, you still stocked up?",0,yo my trip got postponed you still stocked up,yo trip got postponed still stocked
ham,I am waiting for your call sir.,0,i am waiting for your call sir,waiting call sir
ham,Hey what are you doing. Y no reply pa..,0,hey what are you doing y no reply pa,hey reply pa
ham,"Hey elaine, is today's meeting still on?",0,hey elaine is todays meeting still on,hey elaine todays meeting still
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0,sorry ive not gone to that place ill do so tomorrow really sorry,sorry ive gone place ill tomorrow really sorry
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,0,most of the tiime when i dont let you hug me its so i dont break into tears,tiime dont let hug dont break tears
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow,tomorrow going theatre come wherever u call tell come tomorrow
ham,And now electricity just went out fml.,0,and now electricity just went out fml,electricity went fml
ham,"Looks like you found something to do other than smoke, great job!",0,looks like you found something to do other than smoke great job,looks like found something smoke great job
ham,Also andros ice etc etc,0,also andros ice etc etc,also andros ice etc etc
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0,good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0,yup wun believe wat u really neva c e msg i sent shuhui,yup wun believe wat u really neva c e msg sent shuhui
ham,Hows that watch resizing,0,hows that watch resizing,hows watch resizing
ham,Dear umma she called me now :-),0,dear umma she called me now,dear umma called
ham,Just finished. Missing you plenty,0,just finished missing you plenty,finished missing plenty
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1,complimentary star ibiza holiday or cash needs your urgent collection now from landline not to lose out boxskwpppm,complimentary star ibiza holiday cash needs urgent collection landline lose boxskwpppm
ham,"Well, I meant as opposed to my drunken night of before",0,well i meant as opposed to my drunken night of before,well meant opposed drunken night
ham,K... Must book a not huh? so going for yoga basic on sunday?,0,k must book a not huh so going for yoga basic on sunday,k must book huh going yoga basic sunday
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,1,free msgwe billed your mobile number by mistake from shortcode please call to have charges refundedthis call will be free from a bt landline,free msgwe billed mobile number mistake shortcode please call charges refundedthis call free bt landline
ham,Ok can...,0,ok can,ok
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0,oops am at my mums in somerset bit far back tomo see you soon x,oops mums somerset bit far back tomo see soon x
ham,So u workin overtime nigpun?,0,so u workin overtime nigpun,u workin overtime nigpun
ham,Same as kallis dismissial in 2nd test:-).,0,same as kallis dismissial in nd test,kallis dismissial nd test
ham,O. Guess they both got screwd,0,o guess they both got screwd,guess got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,1,please call immediately as there is an urgent message waiting for you,please call immediately urgent message waiting
ham,What r u cooking me for dinner?,0,what r u cooking me for dinner,r u cooking dinner
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0,bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day,bull plan go floating ikea without care world live mess another day
ham,Then i buy.,0,then i buy,buy
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1,urgent your mobile number has been awarded with a bonus caller prize call from land line valid hrs only,urgent mobile number awarded bonus caller prize call land line valid hrs
ham,Heehee that was so funny tho,0,heehee that was so funny tho,heehee funny tho
ham,It only does simple arithmetic not percentages.,0,it only does simple arithmetic not percentages,simple arithmetic percentages
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",0,yeah we wouldnt leave for an hour at least hows sound,yeah wouldnt leave hour least hows sound
ham,Thanks honey. Have a great day.,0,thanks honey have a great day,thanks honey great day
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",0,an amazing quote sometimes in life its difficult to decide whats wrong a lie that brings a smile or the truth that brings a tear,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,0,then ask dad to pick up lar wan stay until meh,ask dad pick lar wan stay meh
ham,"Jus chillaxin, what up",0,jus chillaxin what up,jus chillaxin
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,0,hey das cool iknow all wellda peril of studentfinancial crisisspk u lr,hey das cool iknow wellda peril studentfinancial crisisspk u lr
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,1,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",0,whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though,whats coming hill monster hope great day things r going fine busy though
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0,joys father is john then john is the of joys father if u ans ths you hav ltgt iq tis s ias question try to answer,joys father john john joys father u ans ths hav ltgt iq tis ias question try answer
ham,Only once then after ill obey all yours.,0,only once then after ill obey all yours,ill obey
ham,No she didnt. I will search online and let you know.,0,no she didnt i will search online and let you know,didnt search online let know
ham,Where do you need to go to get it?,0,where do you need to go to get it,need go get
ham,No pic. Please re-send.,0,no pic please resend,pic please resend
ham,Uhhhhrmm isnt having tb test bad when youre sick,0,uhhhhrmm isnt having tb test bad when youre sick,uhhhhrmm isnt tb test bad youre sick
ham,But i haf enuff space got like 4 mb...,0,but i haf enuff space got like mb,haf enuff space got like mb
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1,life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy one gbpsms,life never much fun great came made truly special wont forget enjoy one gbpsms
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,1,do you want a new video phone anytime any network mins inclusive video calls and downloads per week free deltomorrow call or reply now,want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",1,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a bonus prize call,valued customer pleased advise following recent review mob awarded bonus prize call
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1,welcome please reply with your age and gender to begin eg m,welcome please reply age gender begin eg
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,1,freemsg month unlimited free calls activate smartcall txt call to no subscriptngbpwk unlimited calls help stoptxt stop landlineonly,freemsg month unlimited free calls activate smartcall txt call subscriptngbpwk unlimited calls help stoptxt stop landlineonly
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,1,had your mobile mths update to latest orange cameravideo phones for free save s with free textsweekend calls text yes for a callback orno to opt out,mobile mths update latest orange cameravideo phones free save free textsweekend calls text yes callback orno opt
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,1,am new club dont fink we met yet will b gr c u please leave msg day wiv ur area reply promised carlie x callsminmobsmore lkpoboxhpfl,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x callsminmobsmore lkpoboxhpfl
ham,True. Its easier with her here.,0,true its easier with her here,true easier
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,0,sure but since my parents will be working on tuesday i dont really need a cover story,sure since parents working tuesday dont really need cover story
ham,Haha okay... Today weekend leh... ,0,haha okay today weekend leh,haha okay today weekend leh
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.,0,hi darlin did youphone me im athome if youwanna chat,hi darlin youphone im athome youwanna chat
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,0,i dont know jack shit about anything or id sayask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
ham,You've always been the brainy one.,0,youve always been the brainy one,youve always brainy one
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,0,yeah if we do have to get a random dude we need to change our info sheets to party ltgt never study just to be safe,yeah get random dude need change info sheets party ltgt never study safe
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,camera you are awarded a sipix digital camera call fromm landline delivery within days,camera awarded sipix digital camera call fromm landline delivery within days
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",0,christmas is an occasion that is celebrated as a reflection of ur values desires affectionsamp traditions have an ideal christmas,christmas occasion celebrated reflection ur values desires affectionsamp traditions ideal christmas
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,0,sending you greetings of joy and happiness do have a gr evening,sending greetings joy happiness gr evening
ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,0,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx
ham,If india win or level series means this is record:),0,if india win or level series means this is record,india win level series means record
ham,Then what about further plan?,0,then what about further plan,plan
ham,Its good to hear from you,0,its good to hear from you,good hear
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",0,awesome how do i deal with the gate charles told me last night but uh yeah,awesome deal gate charles told last night uh yeah
ham,What time you thinkin of goin?,0,what time you thinkin of goin,time thinkin goin
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1,get a free mobile video player free movie to collect text go to its free extra films can be ordered ts and cs apply yrs only,get free mobile video player free movie collect text go free extra films ordered ts cs apply yrs
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1,save money on wedding lingerie at choose from a superb selection with national delivery brought to you by weddingfriend,save money wedding lingerie choose superb selection national delivery brought weddingfriend
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,0,your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around o clock,board working fine issue overheating also reslove still software inst pending come around clock
ham,Yes but I don't care cause I know its there!,0,yes but i dont care cause i know its there,yes dont care cause know
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",0,mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
ham,Sitting ard nothing to do lor. U leh busy w work?,0,sitting ard nothing to do lor u leh busy w work,sitting ard nothing lor u leh busy w work
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.,0,its ltgt k here oh should i send home for sale,ltgt k oh send home sale
ham,Sorry. || mail? || ,0,sorry mail,sorry mail
ham,Ya just telling abt tht incident..,0,ya just telling abt tht incident,ya telling abt tht incident
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,0,yes we were outside for like hours and i called my whole family to wake them up cause it started at am,yes outside like hours called whole family wake cause started
ham,Ugh just got outta class,0,ugh just got outta class,ugh got outta class
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",0,nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication it is very champlaxigating i think it is atrocious wotz ur opinion junna,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,0,no need lar jus testing e phone card dunno network not gd i thk me waiting my sis finish bathing so i can bathe dun disturb u liao u cleaning ur room,need lar jus testing e phone card dunno network gd thk waiting sis finish bathing bathe dun disturb u liao u cleaning ur room
ham,Ok. I.ll do you right later.,0,ok ill do you right later,ok ill right later
ham,Have your lunch and come quickly and open the door:),0,have your lunch and come quickly and open the door,lunch come quickly open door
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1,not heard from u a while call me now am here all night with just my knickers on make me beg for it like u did last time xx luv nikiyunet,heard u call night knickers make beg like u last time xx luv nikiyunet
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,0,i am back bit long cos of accident on a had to divert via wadebridgei had a brilliant weekend thanks speak soon lots of love,back bit long cos accident divert via wadebridgei brilliant weekend thanks speak soon lots love
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0,k i yan jiu liao sat we can go bugis vill one frm to den hop to parco nb sun can go cine frm to den hop to orc mrt hip hop at,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,bloomberg message center why wait apply for your future bloombergcom,bloomberg message center wait apply future bloombergcom
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,0,i am seeking a lady in the street and a freak in the sheets is that you,seeking lady street freak sheets
ham,My phone,0,my phone,phone
ham,"Haha figures, well I found the piece and priscilla's bowl",0,haha figures well i found the piece and priscillas bowl,haha figures well found piece priscillas bowl
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",0,actually fuck that just do whatever do find an excuse to be in tampa at some point before january though,actually fuck whatever find excuse tampa point january though
ham,yay! finally lol. i missed our cinema trip last week :-(,0,yay finally lol i missed our cinema trip last week,yay finally lol missed cinema trip last week
ham,All day working day:)except saturday and sunday..,0,all day working dayexcept saturday and sunday,day working dayexcept saturday sunday
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",0,i think im waiting for the same bus inform me when you get there if you ever get there,think im waiting bus inform get ever get
ham,You getting back any time soon?,0,you getting back any time soon,getting back time soon
ham,", how's things? Just a quick question.",0,hows things just a quick question,hows things quick question
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",0,i can probably come by everybodys done around ltgt right,probably come everybodys done around ltgt right
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,0,i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the ltgt day return period ended,got new year cos yetunde said wanted surprise didnt see money returned mid january ltgt day return period ended
ham,I can ask around but there's not a lot in terms of mids up here,0,i can ask around but theres not a lot in terms of mids up here,ask around theres lot terms mids
ham,Be sure to check your yahoo email. We sent photos yesterday,0,be sure to check your yahoo email we sent photos yesterday,sure check yahoo email sent photos yesterday
ham,What was she looking for?,0,what was she looking for,looking
ham,Wherre's my boytoy ? :-(,0,wherres my boytoy,wherres boytoy
